1,0.0000e+00,9.4077e-01,0.0000e+00
1,1.3957e-02,9.4080e-01,-1.3358e-06
1,2.5902e-02,9.3986e-01,3.7642e-05
1,3.6975e-02,9.3892e-01,7.6472e-05
1,4.7743e-02,9.3798e-01,1.1515e-04
1,5.8612e-02,9.3704e-01,1.5368e-04
1,6.9857e-02,9.3610e-01,1.9206e-04
1,8.1712e-02,9.3516e-01,2.3029e-04
1,9.3918e-02,9.3421e-01,2.6838e-04
1,1.0591e-01,9.3327e-01,3.0631e-04
1,1.1796e-01,9.3233e-01,3.4409e-04
1,1.2998e-01,9.3139e-01,3.8172e-04
1,1.4204e-01,9.3045e-01,4.1920e-04
1,1.5403e-01,9.2951e-01,4.5653e-04
1,1.6605e-01,9.2857e-01,4.9371e-04
1,1.7805e-01,9.2763e-01,5.3074e-04
1,1.9011e-01,9.2669e-01,5.6762e-04
1,2.0226e-01,9.2575e-01,6.0435e-04
1,2.1435e-01,9.2481e-01,6.4093e-04
1,2.2640e-01,9.2387e-01,6.7736e-04
1,2.3846e-01,9.2292e-01,7.1363e-04
1,2.5051e-01,9.2198e-01,7.4976e-04
1,2.6261e-01,9.2104e-01,7.8573e-04
1,2.7472e-01,9.2010e-01,8.2155e-04
1,2.8676e-01,9.1916e-01,8.5723e-04
1,2.9887e-01,9.1822e-01,8.9275e-04
1,3.1085e-01,9.1728e-01,9.2812e-04
1,3.2293e-01,9.1634e-01,9.6333e-04
1,3.3505e-01,9.1540e-01,9.9840e-04
1,3.4709e-01,9.1446e-01,1.0333e-03
1,3.5926e-01,9.1352e-01,1.0681e-03
1,3.7137e-01,9.1258e-01,1.1027e-03
1,3.8344e-01,9.1164e-01,1.1371e-03
1,3.9554e-01,9.1069e-01,1.1715e-03
1,4.0753e-01,9.0975e-01,1.2056e-03
1,4.1957e-01,9.0881e-01,1.2396e-03
1,4.3168e-01,9.0787e-01,1.2735e-03
1,4.4360e-01,9.0693e-01,1.3072e-03
1,4.5579e-01,9.0599e-01,1.3407e-03
1,4.6780e-01,9.0505e-01,1.3741e-03
1,4.7991e-01,9.0411e-01,1.4074e-03
1,4.9196e-01,9.0317e-01,1.4405e-03
1,5.0402e-01,9.0223e-01,1.4734e-03
1,5.1603e-01,9.0129e-01,1.5062e-03
1,5.2813e-01,9.0035e-01,1.5389e-03
1,5.4015e-01,8.9940e-01,1.5713e-03
1,5.5227e-01,8.9846e-01,1.6037e-03
1,5.6423e-01,8.9752e-01,1.6359e-03
1,5.7629e-01,8.9658e-01,1.6679e-03
1,5.8841e-01,8.9564e-01,1.6998e-03
1,6.0044e-01,8.9470e-01,1.7315e-03
1,6.1252e-01,8.9376e-01,1.7631e-03
1,6.2456e-01,8.9282e-01,1.7945e-03
1,6.3657e-01,8.9188e-01,1.8258e-03
1,6.4862e-01,8.9094e-01,1.8569e-03
1,6.6059e-01,8.9000e-01,1.8879e-03
1,6.7264e-01,8.8906e-01,1.9188e-03
1,6.8467e-01,8.8812e-01,1.9494e-03
1,6.9671e-01,8.8717e-01,1.9800e-03
1,7.0881e-01,8.8623e-01,2.0103e-03
1,7.2083e-01,8.8529e-01,2.0406e-03
1,7.3287e-01,8.8435e-01,2.0706e-03
1,7.4500e-01,8.8341e-01,2.1006e-03
1,7.5706e-01,8.8247e-01,2.1303e-03
1,7.6917e-01,8.8153e-01,2.1600e-03
1,7.8123e-01,8.8059e-01,2.1894e-03
1,7.9326e-01,8.7965e-01,2.2188e-03
1,8.0532e-01,8.7871e-01,2.2479e-03
1,8.1737e-01,8.7777e-01,2.2770e-03
1,8.2944e-01,8.7683e-01,2.3059e-03
1,8.4154e-01,8.7588e-01,2.3346e-03
1,8.5350e-01,8.7494e-01,2.3632e-03
1,8.6560e-01,8.7400e-01,2.3916e-03
1,8.7763e-01,8.7306e-01,2.4199e-03
1,8.8966e-01,8.7212e-01,2.4480e-03
1,9.0167e-01,8.7118e-01,2.4760e-03
1,9.1392e-01,8.7024e-01,2.5038e-03
1,9.2596e-01,8.6930e-01,2.5315e-03
1,9.3803e-01,8.6836e-01,2.5591e-03
1,9.5005e-01,8.6742e-01,2.5865e-03
1,9.6217e-01,8.6648e-01,2.6137e-03
1,9.7406e-01,8.6554e-01,2.6408e-03
1,9.8597e-01,8.6460e-01,2.6678e-03
1,9.9790e-01,8.6365e-01,2.6946e-03
1,1.0098e+00,8.6271e-01,2.7213e-03
1,1.0217e+00,8.6177e-01,2.7478e-03
1,1.0337e+00,8.6083e-01,2.7741e-03
